Time,Open,High,Low,Close,Volume
"Mar 28, 2022",86.50,88.85,85.71,88.16,1154197
"Mar 29, 2022",89.02,92.19,87.00,87.71,2546761
"Mar 30, 2022",87.75,87.75,85.01,86.48,1800962
"Mar 31, 2022",86.55,89.00,86.55,88.51,972475
"Apr 1, 2022",88.40,90.50,87.70,88.36,1338123
"Apr 4, 2022",84.51,90.50,83.70,87.01,4624593
"Apr 5, 2022",87.50,89.50,87.25,88.10,2049627
"Apr 6, 2022",88.70,90.25,88.00,89.59,1581391
"Apr 7, 2022",89.50,90.56,87.80,88.79,1558821
"Apr 8, 2022",89.10,90.67,89.10,90.13,1540712
"Apr 11, 2022",94.43,96.88,94.43,96.88,1286744
"Apr 12, 2022",97.60,104.14,97.50,103.98,5038275
"Apr 13, 2022",104.48,110.10,104.30,106.48,5064477
"Apr 14, 2022",107.50,109.80,104.00,108.65,3190439
"Apr 15, 2022",108.65,109.80,105.80,107.24,1843902
"Apr 18, 2022",106.05,108.25,105.15,106.06,1775674
"Apr 19, 2022",107.00,107.30,102.22,102.66,2379937
"Apr 20, 2022",85.99,86.00,81.33,82.83,3518425
"Apr 21, 2022",83.04,84.25,82.25,83.15,1257937
"Apr 22, 2022",83.50,84.35,82.71,83.33,805095
"Apr 25, 2022",86.90,86.90,83.92,84.26,1820038
"Apr 26, 2022",84.01,84.40,83.06,83.45,428948
"Apr 27, 2022",83.76,84.20,82.60,82.71,476757
"Apr 28, 2022",82.72,82.90,80.70,81.54,899945
"May 6, 2022",81.49,81.50,80.14,80.59,437380
"May 9, 2022",80.02,80.59,74.55,74.55,1552424
"May 10, 2022",74.00,75.86,72.12,75.41,1649732
"May 11, 2022",75.50,75.68,70.51,71.85,1608363
"May 12, 2022",71.98,74.00,70.11,73.06,1105607
"May 13, 2022",73.00,73.45,71.80,72.36,589700
"May 16, 2022",71.90,71.90,68.00,68.35,1591722
"May 17, 2022",68.55,70.90,67.90,69.06,1096510
"May 18, 2022",69.24,74.23,68.60,72.87,2787295
"May 19, 2022",72.50,74.00,71.01,71.14,1212763
"May 20, 2022",71.50,71.50,70.10,71.14,835743
"May 23, 2022",69.25,69.90,68.50,69.14,815793
"May 24, 2022",69.00,70.48,68.40,69.22,961403
"May 25, 2022",69.22,74.41,68.21,72.84,1895827
"May 26, 2022",73.05,78.30,72.51,78.30,4055740
"May 27, 2022",82.99,83.99,79.60,80.34,4510344
"May 30, 2022",81.50,81.50,79.30,80.28,1061045
"May 31, 2022",80.28,80.89,79.40,79.61,517587
"Jun 1, 2022",80.47,80.48,78.02,78.57,733332
"Jun 2, 2022",78.02,78.97,74.66,75.21,1439516
"Jun 3, 2022",74.30,74.80,71.61,71.97,1206335
"Jun 6, 2022",71.15,73.90,70.50,72.67,1326940
"Jun 7, 2022",72.10,73.64,71.50,71.94,755528
"Jun 8, 2022",72.40,73.60,71.06,72.13,714897
"Jun 9, 2022",72.60,75.88,72.30,73.81,2447292
"Jun 10, 2022",74.35,75.70,73.56,75.12,851203
"Jun 13, 2022",74.00,74.50,72.11,72.37,1040503
"Jun 14, 2022",72.20,73.39,71.96,72.85,592205
"Jun 15, 2022",73.40,74.00,72.51,72.81,560919
"Jun 16, 2022",72.82,74.15,72.21,73.26,894120
"Jun 17, 2022",73.41,74.80,73.10,73.46,1982078
"Jun 20, 2022",74.00,74.00,72.20,72.35,807654
"Jun 21, 2022",72.25,77.77,72.25,77.77,5776062
"Jun 22, 2022",79.50,80.40,75.90,77.18,4963093
"Jun 23, 2022",77.50,79.87,76.77,78.00,4127885
"Jun 24, 2022",78.08,78.98,72.16,75.90,3550736
"Jun 27, 2022",77.45,80.80,76.85,80.18,4433832
"Jun 28, 2022",81.23,81.34,78.80,79.37,2938349
"Jun 29, 2022",79.05,79.35,77.55,78.10,1507603
"Jun 30, 2022",78.01,78.50,77.40,77.91,984748
"Jul 1, 2022",77.91,78.40,77.00,77.34,807006
"Jul 4, 2022",77.34,77.80,76.09,76.35,421427
"Jul 5, 2022",76.59,77.65,76.35,77.23,956217
"Jul 6, 2022",77.26,78.10,76.75,77.39,739055
"Jul 7, 2022",77.00,77.38,76.16,77.12,465924
"Jul 13, 2022",77.00,81.62,76.55,80.56,2207003
"Jul 14, 2022",81.00,81.50,79.05,80.21,3054102
"Jul 15, 2022",80.24,81.40,79.10,79.36,2172128
"Jul 18, 2022",77.12,77.62,75.50,75.70,1355049
"Jul 19, 2022",75.70,76.44,71.72,72.35,1901886
"Jul 20, 2022",72.50,73.20,71.25,72.31,945768
"Jul 21, 2022",72.68,72.90,67.61,68.38,1662849
"Jul 22, 2022",68.38,73.50,67.20,73.00,2220299
"Jul 25, 2022",73.40,75.10,71.28,74.20,1119099
"Jul 26, 2022",74.00,75.50,73.30,74.53,1252616
"Jul 27, 2022",74.74,75.44,73.59,74.98,1111950
"Jul 28, 2022",74.70,79.75,74.70,77.05,4390315
"Jul 29, 2022",77.00,80.20,75.75,79.06,4776932
"Aug 1, 2022",78.70,79.89,76.60,76.77,1275474
"Aug 2, 2022",74.80,78.80,74.50,77.03,1590869
"Aug 3, 2022",77.30,79.19,77.30,78.18,1549009
"Aug 4, 2022",78.50,79.65,77.90,78.38,2461910
"Aug 5, 2022",78.90,79.20,77.87,78.39,1632865
"Aug 10, 2022",78.99,80.80,78.43,79.21,4038751
"Aug 11, 2022",79.21,79.50,77.90,78.08,1132804
"Aug 12, 2022",78.00,80.40,77.92,79.82,2264315
"Aug 15, 2022",80.50,85.80,80.50,85.35,10707461
"Aug 16, 2022",86.21,86.74,82.00,82.41,6269031
"Aug 17, 2022",82.75,84.52,81.01,83.74,4997593
"Aug 18, 2022",83.99,85.95,83.25,83.61,4101292
"Aug 19, 2022",84.49,85.69,83.06,84.83,3318065
"Aug 22, 2022",84.20,84.70,82.51,82.65,2066804
"Aug 23, 2022",83.50,85.80,83.50,84.55,3640638
"Aug 24, 2022",84.80,87.48,84.55,86.72,8117506
"Aug 25, 2022",87.28,87.90,85.35,85.57,3242079
"Aug 26, 2022",85.65,85.95,82.19,82.59,2395584
"Aug 29, 2022",82.50,82.50,79.70,81.77,3331568
"Aug 30, 2022",83.90,84.00,78.80,79.20,4932837
"Aug 31, 2022",79.22,80.00,78.56,79.12,2177121
"Sep 1, 2022",79.86,81.20,79.50,79.68,2701365
"Sep 2, 2022",79.71,80.12,78.00,78.37,1328710
"Sep 5, 2022",78.70,78.70,76.74,77.09,1369220
"Sep 6, 2022",77.00,77.90,76.11,77.39,1366268
"Sep 7, 2022",77.51,78.14,75.75,76.02,1389108
"Sep 8, 2022",76.70,76.70,75.40,76.07,1658442
"Sep 9, 2022",76.33,78.40,76.11,77.44,3372330
"Sep 12, 2022",77.44,78.98,76.25,76.46,2687524
"Sep 13, 2022",77.00,77.40,76.25,76.42,606748
"Sep 14, 2022",76.00,78.12,75.65,77.69,1683106
"Sep 15, 2022",78.00,79.70,77.55,78.08,5598098
"Sep 16, 2022",78.35,78.93,77.40,77.63,2686580
"Sep 19, 2022",78.50,78.65,76.90,77.20,1437882
"Sep 20, 2022",77.62,77.75,75.87,76.24,930765
"Sep 21, 2022",76.70,76.99,75.60,75.89,599948
"Sep 22, 2022",75.76,76.25,74.12,75.67,1479495
"Sep 23, 2022",76.00,77.04,74.80,75.34,2042935
"Sep 26, 2022",75.90,77.80,74.45,77.37,2065061
"Sep 27, 2022",77.70,78.37,76.25,76.45,1602155
"Sep 28, 2022",76.84,77.89,75.85,76.14,1955824
"Sep 29, 2022",76.14,76.61,75.30,75.49,880388
"Sep 30, 2022",75.21,76.10,74.05,74.44,1517205
"Oct 3, 2022",74.66,78.30,74.40,77.78,6268741
"Oct 4, 2022",78.50,79.40,77.62,77.88,3844966
"Oct 5, 2022",77.90,80.90,77.71,80.45,7776086
"Oct 6, 2022",80.75,83.20,80.05,81.24,5941844
"Oct 7, 2022",80.75,81.63,79.30,79.84,2248260
"Oct 10, 2022",80.00,80.70,79.48,79.64,2019327
"Oct 11, 2022",80.00,80.20,77.99,78.62,1115895
"Oct 12, 2022",78.85,82.95,78.02,81.99,8620273
"Oct 13, 2022",82.50,83.50,80.04,82.89,6273301
"Oct 14, 2022",83.50,83.70,81.50,82.18,3620073
"Oct 17, 2022",81.31,82.50,80.60,80.81,1500822
"Oct 18, 2022",81.49,82.36,81.16,81.80,1481678
"Oct 19, 2022",82.30,83.19,81.90,82.13,3754579
"Oct 20, 2022",82.60,82.60,81.25,81.51,980412
"Oct 21, 2022",81.54,81.55,79.25,80.49,1833012
"Oct 24, 2022",81.80,82.50,80.51,80.65,1387293
"Oct 25, 2022",80.51,80.51,76.12,78.00,1241602
"Oct 26, 2022",77.40,77.40,74.00,74.86,2111555
"Oct 27, 2022",74.84,76.89,74.01,76.34,1365595
"Oct 28, 2022",76.20,76.20,74.09,74.27,1296337
"Oct 31, 2022",74.27,75.65,74.24,74.95,478270
"Nov 1, 2022",75.43,80.38,75.20,79.97,3914668
"Nov 2, 2022",79.70,79.89,77.62,77.85,1630605
"Nov 3, 2022",78.05,79.39,77.20,78.91,1734483
"Nov 4, 2022",77.26,78.20,76.50,76.86,1539623
"Nov 7, 2022",78.75,80.44,76.86,79.60,3658292
"Nov 8, 2022",80.10,80.33,78.40,78.65,1287271
"Nov 10, 2022",79.09,81.10,78.80,80.66,4624745
"Nov 11, 2022",81.50,82.25,79.61,80.07,2642174
"Nov 14, 2022",80.20,80.20,78.78,79.48,1307755
"Nov 15, 2022",79.48,79.50,78.70,78.80,773016
"Nov 16, 2022",79.02,79.50,78.23,79.06,1428989
"Nov 17, 2022",79.24,79.64,78.10,78.41,900652
"Nov 18, 2022",78.05,78.55,77.80,78.10,704276
"Nov 21, 2022",77.90,80.13,77.85,78.30,1594042
"Nov 22, 2022",78.50,79.38,78.01,78.83,1264291
"Nov 23, 2022",78.85,79.95,78.85,79.24,1330690
"Nov 24, 2022",79.30,82.10,78.97,81.63,6818789
"Nov 25, 2022",82.10,82.55,80.60,80.82,3935822
"Nov 28, 2022",79.25,79.75,77.86,78.40,3426830
"Nov 29, 2022",78.85,79.50,78.50,79.25,925398
"Nov 30, 2022",79.31,79.54,78.80,79.42,662574
"Dec 1, 2022",79.45,80.10,78.81,78.93,629635
"Dec 2, 2022",78.63,79.40,75.25,76.85,1855743
"Dec 5, 2022",77.50,77.75,75.50,75.84,623102
"Dec 6, 2022",76.25,76.50,75.00,76.16,652961
"Dec 7, 2022",76.51,77.15,76.16,76.62,1057154
"Dec 8, 2022",76.90,76.99,75.51,75.73,572755
"Dec 9, 2022",75.40,76.25,75.40,75.82,291640
"Dec 12, 2022",76.63,76.70,74.70,74.95,609581
"Dec 13, 2022",75.10,75.28,74.20,74.68,328792
"Dec 14, 2022",74.68,75.20,74.41,74.66,975261
"Dec 15, 2022",74.75,74.75,72.04,72.56,1274881
"Dec 16, 2022",73.30,73.30,71.80,72.20,940527
"Dec 19, 2022",72.90,72.90,70.10,70.19,594106
"Dec 20, 2022",69.90,70.29,64.93,67.36,4388336
"Dec 21, 2022",67.36,68.88,65.05,66.47,1187823
"Dec 22, 2022",67.40,68.70,65.77,67.90,1561694
"Dec 23, 2022",67.90,67.90,66.25,67.00,701918
"Dec 26, 2022",67.21,68.50,66.00,66.96,1276043
"Dec 27, 2022",67.34,68.80,66.55,67.30,1666095
"Dec 28, 2022",67.35,67.76,65.28,66.04,519700
"Dec 29, 2022",66.40,66.77,65.74,66.36,362275
"Dec 30, 2022",66.25,67.00,65.90,66.03,1102827
"Jan 1, 2021",93.40,93.85,90.05,90.55,2952000
"Jan 4, 2021",91.50,91.50,84.30,86.26,3676000
"Jan 5, 2021",86.00,92.29,85.06,90.77,5149000
"Jan 6, 2021",91.70,91.70,89.06,89.87,2540500
"Jan 7, 2021",90.00,90.90,88.11,88.66,2378500
"Jan 8, 2021",90.00,91.50,88.70,89.50,3350500
"Jan 11, 2021",90.50,90.70,88.40,88.60,1239500
"Jan 12, 2021",88.60,93.47,88.20,91.92,3817500
"Jan 13, 2021",93.21,94.75,92.01,92.90,6245000
"Jan 14, 2021",92.50,92.90,90.01,90.62,2194500
"Jan 15, 2021",91.14,92.75,89.30,89.75,2415500
"Jan 18, 2021",89.49,93.77,88.50,91.09,4852000
"Jan 19, 2021",91.55,94.05,90.25,91.81,4865500
"Jan 20, 2021",92.01,94.70,91.10,93.43,6831000
"Jan 21, 2021",94.24,96.40,93.98,95.56,6456500
"Jan 22, 2021",96.50,96.60,93.15,94.43,4914500
"Jan 25, 2021",94.58,101.51,94.58,101.50,12037500
"Jan 26, 2021",102.00,106.45,101.25,104.10,11404000
"Jan 27, 2021",104.49,109.30,102.10,108.24,15150500
"Jan 28, 2021",107.62,108.75,103.50,104.25,5913000
"Jan 29, 2021",104.35,107.49,104.35,105.47,5583000
"Feb 1, 2021",106.40,106.98,101.50,102.58,3218000
"Feb 2, 2021",103.00,104.00,101.00,101.87,1810500
"Feb 3, 2021",102.65,105.50,102.28,102.65,4126000
"Feb 4, 2021",103.45,103.65,96.00,98.62,4640500
"Feb 8, 2021",98.90,104.40,96.05,103.22,6056500
"Feb 9, 2021",103.59,105.34,99.70,100.56,5563500
"Feb 10, 2021",100.00,101.50,97.80,98.36,2052000
"Feb 11, 2021",99.35,100.35,94.10,95.47,2105000
"Feb 12, 2021",94.50,98.40,94.25,95.41,2692500
"Feb 15, 2021",96.40,99.89,96.00,97.67,3518000
"Feb 16, 2021",99.35,100.50,98.00,98.83,2523000
"Feb 17, 2021",99.60,101.90,98.60,99.66,3452500
"Feb 18, 2021",99.19,101.20,98.70,99.70,2528500
"Feb 19, 2021",100.50,104.40,100.01,103.42,8892500
"Feb 22, 2021",104.50,104.80,102.60,103.33,3857000
"Feb 23, 2021",103.33,103.50,98.00,99.21,2391500
"Feb 24, 2021",100.70,100.70,94.50,95.43,2410500
"Feb 25, 2021",96.99,98.50,95.00,97.69,1689500
"Feb 26, 2021",97.05,97.40,91.12,92.79,4230500
"Mar 1, 2021",93.00,95.00,89.00,94.70,3400500
"Mar 2, 2021",95.00,96.88,94.15,95.56,2107000
"Mar 3, 2021",95.42,96.60,94.75,95.58,1180500
"Mar 4, 2021",91.01,93.48,90.00,91.63,2562000
"Mar 5, 2021",92.00,92.88,90.02,91.83,1402500
"Mar 8, 2021",94.00,95.14,90.00,90.71,1360500
"Mar 9, 2021",91.00,91.30,83.91,84.17,2279500
"Mar 10, 2021",84.75,84.94,78.50,79.53,2132500
"Mar 11, 2021",78.50,79.00,73.57,73.57,2232500
"Mar 12, 2021",72.01,78.30,69.00,76.99,2205000
"Mar 15, 2021",80.00,82.76,79.31,82.76,1403000
"Mar 16, 2021",84.50,88.96,82.26,88.83,3163500
"Mar 17, 2021",91.50,95.49,91.06,95.49,4189500
"Mar 18, 2021",96.98,97.50,88.33,89.96,5512000
"Mar 19, 2021",89.39,92.00,88.00,90.39,2150500
"Mar 22, 2021",89.50,94.40,84.10,92.74,2894000
"Mar 24, 2021",93.00,96.50,90.51,95.61,4370500
"Mar 25, 2021",96.39,97.30,91.52,93.47,5496500
"Mar 26, 2021",92.85,94.70,91.65,92.87,2394500
"Mar 29, 2021",92.10,92.49,85.91,86.16,3055000
"Mar 30, 2021",84.75,88.70,84.00,87.80,2190500
"Mar 31, 2021",89.50,91.40,85.44,88.37,2404000
"Apr 1, 2021",88.80,89.70,82.75,83.77,1684500
"Apr 2, 2021",85.00,85.10,80.50,82.04,1284500
"Apr 5, 2021",82.80,84.88,75.89,75.92,2509500
"Apr 6, 2021",76.02,81.61,76.02,81.61,3079000
"Apr 7, 2021",82.90,87.50,82.30,84.79,5086500
"Apr 8, 2021",85.50,91.14,83.11,90.82,4802500
"Apr 9, 2021",91.64,95.95,90.12,94.96,7585000
"Apr 12, 2021",95.00,95.40,88.03,91.41,5312000
"Apr 13, 2021",90.00,91.99,87.60,91.20,3460000
"Apr 14, 2021",91.48,92.78,90.51,91.08,2694000
"Apr 15, 2021",91.14,91.39,89.00,89.44,864000
"Apr 16, 2021",90.24,90.90,89.05,89.40,753500
"Apr 19, 2021",88.00,89.01,84.86,85.92,1081000
"Apr 20, 2021",89.00,92.00,88.25,91.28,2290000
"Apr 21, 2021",95.80,95.80,90.80,91.33,5252500
"Apr 22, 2021",92.50,92.50,87.01,87.85,1803500
"Apr 23, 2021",87.48,89.30,82.00,87.27,1407500
"Apr 26, 2021",87.00,88.50,85.00,87.10,1772000
"Apr 27, 2021",87.02,90.76,87.00,89.12,2228000
"Apr 28, 2021",90.20,91.78,89.00,89.18,1543000
"Apr 29, 2021",88.51,89.97,87.40,88.08,520500
"Apr 30, 2021",88.99,89.25,82.05,82.87,1410000
"May 3, 2021",82.00,82.00,78.51,79.17,1642000
"May 4, 2021",80.00,84.50,79.35,82.87,1777500
"May 5, 2021",84.50,85.90,82.00,83.85,1140000
"May 6, 2021",84.80,85.98,82.75,85.58,1476000
"May 17, 2021",86.61,91.80,86.50,91.38,3047000
"May 18, 2021",91.00,91.00,84.53,89.21,1924500
"May 19, 2021",88.25,88.50,86.50,87.07,1015500
"May 20, 2021",87.08,89.51,86.20,87.92,1804500
"May 21, 2021",87.25,89.25,87.25,88.06,718500
"May 24, 2021",88.70,91.00,88.60,90.29,2102000
"May 25, 2021",90.88,91.05,89.76,90.28,1102000
"May 26, 2021",90.70,94.99,90.50,92.67,4739500
"May 27, 2021",78.99,82.11,76.39,79.84,5016500
"May 28, 2021",79.84,85.40,79.35,84.09,3604000
"May 31, 2021",85.70,90.39,85.50,90.13,3903500
"Jun 1, 2021",91.49,92.50,87.50,87.90,2780000
"Jun 2, 2021",88.00,89.25,87.01,88.06,1299000
"Jun 3, 2021",88.75,91.39,88.50,89.27,2720000
"Jun 4, 2021",89.79,90.00,88.51,89.26,1222000
"Jun 7, 2021",90.59,90.90,88.50,89.10,2124500
"Jun 8, 2021",89.49,89.50,87.00,87.48,3024000
"Jun 9, 2021",87.50,88.65,86.55,87.26,3838500
"Jun 10, 2021",86.75,91.74,86.74,90.17,3628500
"Jun 11, 2021",90.40,92.60,89.52,90.55,3154500
"Jun 14, 2021",94.80,94.80,90.51,91.12,2344500
"Jun 15, 2021",91.15,92.99,90.05,91.23,2184000
"Jun 16, 2021",91.80,91.90,90.91,91.11,843000
"Jun 17, 2021",91.00,93.99,90.25,92.98,3359500
"Jun 18, 2021",93.90,94.89,91.25,92.37,1922000
"Jun 21, 2021",91.51,93.05,90.51,91.87,1776000
"Jun 22, 2021",91.85,92.25,90.20,90.41,816500
"Jun 23, 2021",90.41,96.50,89.80,94.89,6612000
"Jun 24, 2021",95.90,97.90,94.80,95.37,5459500
"Jun 25, 2021",95.20,97.49,95.01,96.45,3037500
"Jun 28, 2021",96.80,97.00,90.60,92.19,2213000
"Jun 29, 2021",92.78,94.80,90.87,91.19,2718000
"Jun 30, 2021",91.74,92.70,91.20,91.68,750000
"Jul 1, 2021",92.01,92.72,91.50,91.79,1192500
"Jul 2, 2021",92.48,95.88,92.48,95.13,3998500
"Jul 5, 2021",95.00,95.00,93.15,93.45,982000
"Jul 6, 2021",93.11,93.98,90.00,91.09,749500
"Jul 7, 2021",90.52,91.70,88.10,91.52,1902000
"Jul 8, 2021",91.98,95.60,91.98,94.82,2012500
"Jul 9, 2021",94.80,95.50,92.80,93.10,1317500
"Jul 12, 2021",93.17,93.60,91.61,92.52,395500
"Jul 13, 2021",92.26,95.40,92.10,93.67,1681500
"Jul 14, 2021",93.75,95.00,93.25,93.66,709500
"Jul 15, 2021",93.98,97.20,93.30,95.69,2719000
"Jul 16, 2021",95.26,102.86,95.26,102.86,6540000
"Jul 19, 2021",105.49,110.57,105.26,110.57,4203500
"Jul 23, 2021",116.00,117.00,110.10,111.43,8047000
"Jul 26, 2021",110.21,114.90,108.00,111.68,5429000
"Jul 27, 2021",112.00,113.85,110.26,111.71,1999000
"Jul 28, 2021",112.09,119.50,112.09,114.82,7019500
"Jul 29, 2021",114.00,120.49,113.71,118.77,6478500
"Jul 30, 2021",119.50,120.40,112.55,114.22,4246500
"Aug 2, 2021",113.01,122.78,113.01,122.63,7043500
"Aug 3, 2021",123.00,127.40,122.20,123.39,5962000
"Aug 4, 2021",123.89,125.90,122.49,124.36,3698000
"Aug 5, 2021",124.50,129.88,124.50,127.65,6609500
"Aug 6, 2021",128.00,133.45,126.00,127.54,10094000
"Aug 9, 2021",127.40,127.90,117.98,117.98,6232000
"Aug 10, 2021",117.00,123.00,113.70,121.08,7489000
"Aug 11, 2021",123.00,124.50,117.60,118.36,3655000
"Aug 12, 2021",118.00,120.85,116.30,116.91,2798000
"Aug 13, 2021",116.00,119.20,116.00,117.31,2335000
"Aug 16, 2021",117.00,118.65,113.60,115.71,2587500
"Aug 17, 2021",116.40,122.30,116.40,120.30,4713500
"Aug 20, 2021",123.99,128.78,123.00,124.80,4864500
"Aug 23, 2021",125.50,129.02,125.50,127.99,3885000
"Aug 24, 2021",128.99,131.30,126.90,128.41,4657000
"Aug 25, 2021",128.00,128.41,125.01,126.47,1770000
"Aug 26, 2021",125.60,129.50,125.55,126.77,2718000
"Aug 27, 2021",126.32,129.99,124.75,128.82,2605000
"Aug 30, 2021",129.99,131.00,126.70,127.61,2322500
"Aug 31, 2021",127.10,127.61,121.80,122.21,3452000
"Sep 1, 2021",123.40,125.00,121.70,123.67,2417000
"Sep 2, 2021",124.00,124.40,121.30,121.77,1518500
"Sep 3, 2021",122.00,123.99,121.26,122.73,1444000
"Sep 6, 2021",122.97,129.50,122.40,124.48,8077500
"Sep 7, 2021",125.00,128.00,124.50,127.01,3657500
"Sep 8, 2021",128.01,131.51,127.02,130.04,4302000
"Sep 9, 2021",132.98,139.79,132.55,139.79,9602500
"Sep 10, 2021",144.00,145.40,136.50,138.72,8743000
"Sep 13, 2021",137.70,141.24,135.00,137.57,4828000
"Sep 14, 2021",137.25,137.98,130.10,132.69,2654500
"Sep 15, 2021",133.50,136.49,131.90,135.56,3354000
"Sep 16, 2021",136.50,141.00,134.00,138.96,6166500
"Sep 17, 2021",140.50,142.10,133.30,134.15,4721500
"Sep 20, 2021",134.00,134.48,131.55,133.45,1401000
"Sep 21, 2021",134.40,134.80,128.50,129.45,2236500
"Sep 22, 2021",129.00,129.45,119.75,124.11,7031000
"Sep 23, 2021",124.60,126.70,120.75,124.47,2540000
"Sep 24, 2021",124.15,129.69,118.01,119.90,4120000
"Sep 27, 2021",120.50,124.49,111.03,115.58,2551000
"Sep 28, 2021",116.99,124.24,116.30,124.24,3501000
"Sep 29, 2021",124.50,124.50,116.07,120.16,3943500
"Sep 30, 2021",118.99,124.38,117.15,123.36,1671500
"Oct 1, 2021",122.00,131.60,120.99,129.62,4012500
"Oct 4, 2021",129.00,139.34,127.00,139.34,6945000
"Oct 5, 2021",142.44,144.52,133.35,136.15,9560500
"Oct 6, 2021",135.50,135.98,129.00,130.56,3087000
"Oct 7, 2021",131.00,134.25,128.11,128.98,2445000
"Oct 8, 2021",128.00,128.90,125.01,126.13,2180000
"Oct 11, 2021",126.13,126.13,116.68,117.37,2871500
"Oct 12, 2021",117.00,118.50,109.32,115.53,6674500
"Oct 13, 2021",116.80,118.15,108.50,109.44,3435500
"Oct 14, 2021",110.00,117.64,106.61,117.64,4680500
"Oct 15, 2021",118.50,121.85,116.11,119.25,3496500
"Oct 18, 2021",116.00,117.00,112.52,114.06,2319000
"Oct 20, 2021",116.01,120.50,115.90,118.60,2477000
"Oct 21, 2021",118.05,118.45,113.00,114.07,1660000
"Oct 22, 2021",113.70,115.00,108.33,112.43,4677500
"Oct 25, 2021",113.45,113.72,110.50,113.37,827500
"Oct 26, 2021",112.65,114.50,110.70,111.06,1356500
"Oct 27, 2021",114.20,115.50,111.00,112.39,2657500
"Oct 28, 2021",111.99,112.50,107.01,108.47,2438000
"Oct 29, 2021",108.00,108.89,102.50,103.85,4681500
"Nov 1, 2021",105.10,106.80,99.80,105.33,7665000
"Nov 2, 2021",104.75,109.00,103.02,105.46,4033000
"Nov 3, 2021",105.05,108.91,104.20,107.92,4193000
"Nov 4, 2021",108.00,114.50,107.30,113.96,5345500
"Nov 5, 2021",113.97,114.80,111.03,111.97,4508000
